City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Vezirkopru,TR,41.1436,35.4547,72.09,55,0,1.77,clear sky
701,La Foa,NC,-21.7108,165.8276,73.0,85,92,6.55,overcast clouds
702,Diffa,NE,13.3154,12.6113,79.83,66,37,11.07,scattered clouds
703,Half Moon Bay,US,37.4636,-122.4286,61.92,88,100,10.36,mist
704,Rawson,AR,-43.3002,-65.1023,41.86,90,100,12.39,overcast clouds
705,Morgan Hill,US,37.1305,-121.6544,54.86,86,11,1.95,few clouds
706,Saint-Francois,FR,46.4154,3.9054,64.67,94,18,0.0,few clouds
707,Shahgarh,IN,24.3167,79.1333,85.66,70,87,8.1,light rain
708,Srednekolymsk,RU,67.45,153.6833,73.98,25,13,10.42,few clouds
709,Mount Isa,AU,-20.7333,139.5,80.4,25,0,7.94,clear sky
710,Wagar,SD,16.1525,36.2032,84.74,56,98,27.09,overcast clouds
711,Bull Savanna,JM,17.8868,-77.5902,75.36,85,92,4.12,overcast clouds
712,Khandyga,RU,62.6667,135.6,83.12,35,12,6.96,few clouds
713,Deputatskiy,RU,69.3,139.9,65.53,42,34,13.56,scattered clouds
714,Dalvik,IS,65.9702,-18.5286,48.42,93,72,2.26,broken clouds
715,Vysokogornyy,RU,50.1167,139.15,67.62,87,99,2.55,overcast clouds
716,Arman,RU,59.7,150.1667,54.34,93,100,7.9,moderate rain
717,Encheng,CN,22.1839,112.3026,96.96,57,0,4.54,clear sky
718,Nchelenge,ZM,-9.3451,28.734,65.89,55,38,6.78,scattered clouds
719,Gamba,GA,-2.65,10.0,67.71,90,25,2.1,scattered clouds
720,Havoysund,NO,70.9963,24.6622,50.23,79,100,19.19,overcast clouds
721,La Ronge,CA,55.1001,-105.2842,47.41,94,34,2.64,scattered clouds
722,Chateaubelair,VC,13.2833,-61.25,78.64,75,3,14.23,clear sky
723,Skibbereen,IE,51.55,-9.2667,62.11,92,95,16.91,overcast clouds
